Mã đặt hàng,Mã hóa đơn,Mã vận đơn,Địa chỉ lấy hàng,Thời gian,Thời gian tạo,Mã khách hàng,Tên khách hàng,Điện thoại,Địa chỉ (Khách hàng),Khu vực (Khách hàng),Phường/Xã (Khách hàng),Người nhận đặt,Kênh bán,Người tạo,Đối tác giao hàng,Người nhận,Điện thoại (Người nhận),Địa chỉ (Người nhận),Khu vực (Người nhận),Phường/Xã (Người nhận),Dịch vụ,Trọng lượng (gram),Dài,Rộng,Cao,Phí trả ĐTGH (trả ĐT),Ghi chú,Tổng tiền hàng,Giảm giá phiếu đặt,Khách cần trả,Khách đã trả,Tiền mặt,Thẻ,Chuyển khoản,Ví,ĐVT,Điểm,Thời gian giao hàng,Trạng thái,Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Ghi chú hàng hóa,Số lượng,Đơn giá,Giảm giá %,Giảm giá,Giá bán,Thành tiền
DHIP00028,,,,2026-03-05 11:58:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HaDBNH,,Bia Omo như,,,2,185478,,,185478,370956
DHIP00028,,,,2026-03-05 11:58:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00028,,,,2026-03-05 11:58:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00028,,,,2026-03-05 11:58:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ROIuZm,,Mì Gói Masan của,,,1,5103,,,5103,5103
DHIP00029,,,,2026-03-05 09:01:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Facebook,Melissa Zhang,,,,,,,,,,,,,,514097.0,,514097.0,514097.0,,,514097.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00029,,,,2026-03-05 09:01:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00029,,,,2026-03-05 09:01:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-JNmIIy,,Trà Omo là,,,1,252090,,,252090,252090
DHIP00030,,,,2026-03-05 15:22:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,10938.0,,10938.0,10938.0,10938.0,,,,,,,Hoàn thành,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,3,3646,,,3646,10938
DHIP00031,,,,2026-03-06 13:56:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,600855.0,,600855.0,600855.0,600855.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00031,,,,2026-03-06 13:56:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00032,,,,2026-03-06 08:42:00,,sdv-id-KBtDrI,Corey Rios,5708995050,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,21441.0,,21441.0,0.0,,,,,,,,Đang giao hàng,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,3,3409,,,3409,10227
DHIP00032,,,,2026-03-06 08:42:00,,sdv-id-KBtDrI,Corey Rios,5708995050,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-bwtisO,,Cà Phê Pepsi làm,,,1,11214,,,11214,11214
DHIP00033,,,,2026-03-06 13:01:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,980228.0,,980228.0,980228.0,,,980228.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00033,,,,2026-03-06 13:01:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00033,,,,2026-03-06 13:01:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00033,,,,2026-03-06 13:01:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00033,,,,2026-03-06 13:01:00,,sdv-id-LgZLeU,Robert Chen,(364)308-5435x72223,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-SStCwD,,Cà Phê TH True Milk từ,,,3,15074,,,15074,45222
DHIP00034,,,,2026-03-06 08:18:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,795118.0,,795118.0,795118.0,,,795118.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00034,,,,2026-03-06 08:18:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-MgDksy,,Snack Coca-Cola bên,,,3,131736,,,131736,395208
DHIP00034,,,,2026-03-06 08:18:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,3,3409,,,3409,10227
DHIP00034,,,,2026-03-06 08:18:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,2,3295,,,3295,6590
DHIP00034,,,,2026-03-06 08:18:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00035,,,,2026-03-06 11:36:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,3295.0,,3295.0,3295.0,,,3295.0,,,,,Hoàn thành,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00036,,,,2026-03-06 08:14:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,783613.0,,783613.0,783613.0,,,783613.0,,,,,Đang giao hàng,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00036,,,,2026-03-06 08:14:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00036,,,,2026-03-06 08:14:00,,sdv-id-HEXufx,Luis Griffith,001-399-951-0518,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-JNmIIy,,Trà Omo là,,,3,252090,,,252090,756270
DHIP00037,,,,2026-03-07 08:22:00,,sdv-id-TxzIwM,Abigail Richard,504-769-2340x3278,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,242172.0,,242172.0,242172.0,,,242172.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00038,,,,2026-03-07 09:13:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,242172.0,,242172.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00039,,,,2026-03-07 12:41:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,67931.0,,67931.0,67931.0,67931.0,,,,,,,Hoàn thành,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00039,,,,2026-03-07 12:41:00,,sdv-id-MxuAop,Lacey Phillips,001-752-834-3025x084,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00040,,,,2026-03-07 13:43:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,1059944.0,,1059944.0,1059944.0,,,1059944.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00040,,,,2026-03-07 13:43:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00040,,,,2026-03-07 13:43:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,2,309506,,,309506,619012
DHIP00041,,,,2026-03-07 16:49:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,581875.0,,581875.0,0.0,,,,,,,,Phiếu tạm,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,1,347190,,,347190,347190
DHIP00041,,,,2026-03-07 16:49:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00041,,,,2026-03-07 16:49:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,1,195015,,,195015,195015
DHIP00042,,,,2026-03-07 13:02:00,,sdv-id-vumQIc,Deanna Norris,9572435795,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,539274.0,,539274.0,539274.0,,,539274.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00042,,,,2026-03-07 13:02:00,,sdv-id-vumQIc,Deanna Norris,9572435795,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00043,,,,2026-03-07 08:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,922136.0,,922136.0,922136.0,,,922136.0,,,,,Hoàn thành,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,2,5589,,,5589,11178
DHIP00043,,,,2026-03-07 08:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00043,,,,2026-03-07 08:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00043,,,,2026-03-07 08:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00043,,,,2026-03-07 08:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00044,,,,2026-03-07 19:26:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,131313.0,,131313.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00044,,,,2026-03-07 19:26:00,,sdv-id-PlOaFD,Adam Wood,(398)611-9968x8317,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-nrXuVs,,Nước Khoáng Pepsi tại,,,3,3409,,,3409,10227
DHIP00045,,,,2026-03-08 09:40:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,273014.0,,273014.0,273014.0,,,273014.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00045,,,,2026-03-08 09:40:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00045,,,,2026-03-08 09:40:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YuMpWa,,Bia Omo với,,,2,4313,,,4313,8626
DHIP00045,,,,2026-03-08 09:40:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-HzXQrt,,Sữa Tắm Pepsi tự,,,3,4162,,,4162,12486
DHIP00045,,,,2026-03-08 09:40:00,,sdv-id-iQeUBW,Andre Weber,431.947.4039,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00046,,,,2026-03-08 13:14:00,,sdv-id-UQLkBY,Denise Moore,433-575-4270,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,363258.0,,363258.0,363258.0,,,363258.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00047,,,,2026-03-08 14:35:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,121086.0,,121086.0,121086.0,,,121086.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00048,,,,2026-03-08 08:57:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,1015939.0,,1015939.0,1015939.0,,,1015939.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00048,,,,2026-03-08 08:57:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-iwdYZp,,Bột Mì Lifebuoy là,,,2,258296,,,258296,516592
DHIP00048,,,,2026-03-08 08:57:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-TbyWYp,,Sữa Tươi Omo gần,,,1,19578,,,19578,19578
DHIP00049,,,,2026-03-08 19:34:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,503384.0,,503384.0,503384.0,503384.0,,,,,,,Hoàn thành,sdv-id-etxbzt,,Sữa Chua Lifebuoy từ,,,2,52887,,,52887,105774
DHIP00049,,,,2026-03-08 19:34:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00049,,,,2026-03-08 19:34:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00049,,,,2026-03-08 19:34:00,,sdv-id-AHfnOW,Angie Brown,+1-251-296-2277,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-OQbPGq,,Tương Ớt TH True Milk đó,,,3,4839,,,4839,14517
DHIP00050,,,,2026-03-08 16:12:00,,sdv-id-vHNRvy,Tammy Robinson,(347)983-0912x112,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,1240080.0,,1240080.0,1240080.0,1240080.0,,,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00050,,,,2026-03-08 16:12:00,,sdv-id-vHNRvy,Tammy Robinson,(347)983-0912x112,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00050,,,,2026-03-08 16:12:00,,sdv-id-vHNRvy,Tammy Robinson,(347)983-0912x112,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,3,309506,,,309506,928518
DHIP00050,,,,2026-03-08 16:12:00,,sdv-id-vHNRvy,Tammy Robinson,(347)983-0912x112,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00051,,,,2026-03-08 08:37:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,301677.0,,301677.0,301677.0,301677.0,,,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00051,,,,2026-03-08 08:37:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00052,,,,2026-03-09 08:57:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,1031856.0,,1031856.0,1031856.0,,,1031856.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00052,,,,2026-03-09 08:57:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,3,195015,,,195015,585045
DHIP00052,,,,2026-03-09 08:57:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00052,,,,2026-03-09 08:57:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00053,,,,2026-03-09 09:39:00,,sdv-id-UQLkBY,Denise Moore,433-575-4270,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,363258.0,,363258.0,363258.0,,,363258.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00054,,,,2026-03-09 14:13:00,,sdv-id-znQdQY,Dustin Adams,001-538-768-4841x9185,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,59505.0,,59505.0,59505.0,,,59505.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00055,,,,2026-03-09 15:36:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,1073495.0,,1073495.0,1073495.0,1073495.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00055,,,,2026-03-09 15:36:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00055,,,,2026-03-09 15:36:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-XJRwBf,,Bánh Quy Pepsi mà,,,3,305386,,,305386,916158
DHIP00055,,,,2026-03-09 15:36:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-eiyMwT,,Túi Rác Chinsu để,,,3,5472,,,5472,16416
DHIP00056,,,,2026-03-09 10:51:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,813009.0,,813009.0,813009.0,813009.0,,,,,,,Đang giao hàng,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00056,,,,2026-03-09 10:51:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-TbyWYp,,Sữa Tươi Omo gần,,,1,19578,,,19578,19578
DHIP00056,,,,2026-03-09 10:51:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00056,,,,2026-03-09 10:51:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,2,309506,,,309506,619012
DHIP00056,,,,2026-03-09 10:51:00,,sdv-id-YIUWSA,Christine Mcintosh,675-675-1478x884,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,1,33498,,,33498,33498
DHIP00057,,,,2026-03-09 13:00:00,,sdv-id-UQLkBY,Denise Moore,433-575-4270,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,160756.0,,160756.0,160756.0,,,160756.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00057,,,,2026-03-09 13:00:00,,sdv-id-UQLkBY,Denise Moore,433-575-4270,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00058,,,,2026-03-09 11:41:00,,sdv-id-KBtDrI,Corey Rios,5708995050,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,166518.0,,166518.0,166518.0,,,166518.0,,,,,Hoàn thành,sdv-id-zGkipx,,Chocolate Masan của,,,3,15144,,,15144,45432
DHIP00058,,,,2026-03-09 11:41:00,,sdv-id-KBtDrI,Corey Rios,5708995050,,,,,Zalo,Melissa Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00059,,,,2026-03-09 14:11:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,455237.0,,455237.0,455237.0,,,455237.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00059,,,,2026-03-09 14:11:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00059,,,,2026-03-09 14:11:00,,sdv-id-pvzbSg,Patrick Robinson,+1-426-974-5823x8194,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00060,,,,2026-03-09 09:03:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,1395880.0,,1395880.0,1395880.0,,,1395880.0,,,,,Hoàn thành,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,3,347190,,,347190,1041570
DHIP00060,,,,2026-03-09 09:03:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
